barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
Anc80BC_421,421,0,0,1,1,0,1,0,0,1,0,1
Anc80BC_422,422,0,0,1,1,0,1,0,0,1,1,0
Anc80BC_423,423,0,0,1,1,0,1,0,0,1,1,1
Anc80BC_424,424,0,0,1,1,0,1,0,1,0,0,0
Anc80BC_425,425,0,0,1,1,0,1,0,1,0,0,1
Anc80BC_426,426,0,0,1,1,0,1,0,1,0,1,0
Anc80BC_427,427,0,0,1,1,0,1,0,1,0,1,1
Anc80BC_428,428,0,0,1,1,0,1,0,1,1,0,0
Anc80BC_429,429,0,0,1,1,0,1,0,1,1,0,1
Anc80BC_430,430,0,0,1,1,0,1,0,1,1,1,0
Anc80BC_431,431,0,0,1,1,0,1,0,1,1,1,1
Anc80BC_432,432,0,0,1,1,0,1,1,0,0,0,0
Anc80BC_433,433,0,0,1,1,0,1,1,0,0,0,1
Anc80BC_434,434,0,0,1,1,0,1,1,0,0,1,0
Anc80BC_435,435,0,0,1,1,0,1,1,0,0,1,1
Anc80BC_436,436,0,0,1,1,0,1,1,0,1,0,0
Anc80BC_437,437,0,0,1,1,0,1,1,0,1,0,1
Anc80BC_438,438,0,0,1,1,0,1,1,0,1,1,0
Anc80BC_439,439,0,0,1,1,0,1,1,0,1,1,1
Anc80BC_440,440,0,0,1,1,0,1,1,1,0,0,0
Anc80BC_441,441,0,0,1,1,0,1,1,1,0,0,1
Anc80BC_442,442,0,0,1,1,0,1,1,1,0,1,0
Anc80BC_443,443,0,0,1,1,0,1,1,1,0,1,1
Anc80BC_444,444,0,0,1,1,0,1,1,1,1,0,0
Anc80BC_445,445,0,0,1,1,0,1,1,1,1,0,1
Anc80BC_446,446,0,0,1,1,0,1,1,1,1,1,0
Anc80BC_447,447,0,0,1,1,0,1,1,1,1,1,1
Anc80BC_448,448,0,0,1,1,1,0,0,0,0,0,0
Anc80BC_449,449,0,0,1,1,1,0,0,0,0,0,1
Anc80BC_450,450,0,0,1,1,1,0,0,0,0,1,0
Anc80BC_451,451,0,0,1,1,1,0,0,0,0,1,1
Anc80BC_452,452,0,0,1,1,1,0,0,0,1,0,0
Anc80BC_453,453,0,0,1,1,1,0,0,0,1,0,1
Anc80BC_454,454,0,0,1,1,1,0,0,0,1,1,0
Anc80BC_455,455,0,0,1,1,1,0,0,0,1,1,1
Anc80BC_456,456,0,0,1,1,1,0,0,1,0,0,0
Anc80BC_457,457,0,0,1,1,1,0,0,1,0,0,1
Anc80BC_458,458,0,0,1,1,1,0,0,1,0,1,0
Anc80BC_459,459,0,0,1,1,1,0,0,1,0,1,1
Anc80BC_460,460,0,0,1,1,1,0,0,1,1,0,0
Anc80BC_461,461,0,0,1,1,1,0,0,1,1,0,1
Anc80BC_462,462,0,0,1,1,1,0,0,1,1,1,0
Anc80BC_463,463,0,0,1,1,1,0,0,1,1,1,1
Anc80BC_464,464,0,0,1,1,1,0,1,0,0,0,0
Anc80BC_465,465,0,0,1,1,1,0,1,0,0,0,1
Anc80BC_466,466,0,0,1,1,1,0,1,0,0,1,0
Anc80BC_467,467,0,0,1,1,1,0,1,0,0,1,1
Anc80BC_468,468,0,0,1,1,1,0,1,0,1,0,0
Anc80BC_469,469,0,0,1,1,1,0,1,0,1,0,1
Anc80BC_470,470,0,0,1,1,1,0,1,0,1,1,0
Anc80BC_471,471,0,0,1,1,1,0,1,0,1,1,1
Anc80BC_472,472,0,0,1,1,1,0,1,1,0,0,0
Anc80BC_473,473,0,0,1,1,1,0,1,1,0,0,1
Anc80BC_474,474,0,0,1,1,1,0,1,1,0,1,0
Anc80BC_475,475,0,0,1,1,1,0,1,1,0,1,1
Anc80BC_476,476,0,0,1,1,1,0,1,1,1,0,0
Anc80BC_477,477,0,0,1,1,1,0,1,1,1,0,1
Anc80BC_478,478,0,0,1,1,1,0,1,1,1,1,0
Anc80BC_479,479,0,0,1,1,1,0,1,1,1,1,1
Anc80BC_480,480,0,0,1,1,1,1,0,0,0,0,0
Anc80BC_481,481,0,0,1,1,1,1,0,0,0,0,1
Anc80BC_482,482,0,0,1,1,1,1,0,0,0,1,0
Anc80BC_483,483,0,0,1,1,1,1,0,0,0,1,1
Anc80BC_484,484,0,0,1,1,1,1,0,0,1,0,0
Anc80BC_485,485,0,0,1,1,1,1,0,0,1,0,1
Anc80BC_486,486,0,0,1,1,1,1,0,0,1,1,0
Anc80BC_487,487,0,0,1,1,1,1,0,0,1,1,1
Anc80BC_488,488,0,0,1,1,1,1,0,1,0,0,0
Anc80BC_489,489,0,0,1,1,1,1,0,1,0,0,1
Anc80BC_490,490,0,0,1,1,1,1,0,1,0,1,0
Anc80BC_491,491,0,0,1,1,1,1,0,1,0,1,1
Anc80BC_492,492,0,0,1,1,1,1,0,1,1,0,0
Anc80BC_493,493,0,0,1,1,1,1,0,1,1,0,1
Anc80BC_494,494,0,0,1,1,1,1,0,1,1,1,0
Anc80BC_495,495,0,0,1,1,1,1,0,1,1,1,1
Anc80BC_496,496,0,0,1,1,1,1,1,0,0,0,0
Anc80BC_497,497,0,0,1,1,1,1,1,0,0,0,1
Anc80BC_498,498,0,0,1,1,1,1,1,0,0,1,0
Anc80BC_499,499,0,0,1,1,1,1,1,0,0,1,1
Anc80BC_500,500,0,0,1,1,1,1,1,0,1,0,0
Anc80BC_501,501,0,0,1,1,1,1,1,0,1,0,1
Anc80BC_502,502,0,0,1,1,1,1,1,0,1,1,0
Anc80BC_503,503,0,0,1,1,1,1,1,0,1,1,1
Anc80BC_504,504,0,0,1,1,1,1,1,1,0,0,0
Anc80BC_505,505,0,0,1,1,1,1,1,1,0,0,1
Anc80BC_506,506,0,0,1,1,1,1,1,1,0,1,0
Anc80BC_507,507,0,0,1,1,1,1,1,1,0,1,1
Anc80BC_508,508,0,0,1,1,1,1,1,1,1,0,0
Anc80BC_509,509,0,0,1,1,1,1,1,1,1,0,1
Anc80BC_510,510,0,0,1,1,1,1,1,1,1,1,0
Anc80BC_511,511,0,0,1,1,1,1,1,1,1,1,1
Anc80BC_512,512,0,1,0,0,0,0,0,0,0,0,0
Anc80BC_513,513,0,1,0,0,0,0,0,0,0,0,1
Anc80BC_514,514,0,1,0,0,0,0,0,0,0,1,0
Anc80BC_515,515,0,1,0,0,0,0,0,0,0,1,1
Anc80BC_516,516,0,1,0,0,0,0,0,0,1,0,0
Anc80BC_517,517,0,1,0,0,0,0,0,0,1,0,1
Anc80BC_518,518,0,1,0,0,0,0,0,0,1,1,0
Anc80BC_519,519,0,1,0,0,0,0,0,0,1,1,1
Anc80BC_520,520,0,1,0,0,0,0,0,1,0,0,0
Anc80BC_521,521,0,1,0,0,0,0,0,1,0,0,1
Anc80BC_522,522,0,1,0,0,0,0,0,1,0,1,0
Anc80BC_523,523,0,1,0,0,0,0,0,1,0,1,1
Anc80BC_524,524,0,1,0,0,0,0,0,1,1,0,0
Anc80BC_525,525,0,1,0,0,0,0,0,1,1,0,1
Anc80BC_526,526,0,1,0,0,0,0,0,1,1,1,0
Anc80BC_527,527,0,1,0,0,0,0,0,1,1,1,1
Anc80BC_528,528,0,1,0,0,0,0,1,0,0,0,0
Anc80BC_529,529,0,1,0,0,0,0,1,0,0,0,1
Anc80BC_530,530,0,1,0,0,0,0,1,0,0,1,0
Anc80BC_531,531,0,1,0,0,0,0,1,0,0,1,1
Anc80BC_532,532,0,1,0,0,0,0,1,0,1,0,0
Anc80BC_533,533,0,1,0,0,0,0,1,0,1,0,1
Anc80BC_534,534,0,1,0,0,0,0,1,0,1,1,0
Anc80BC_535,535,0,1,0,0,0,0,1,0,1,1,1
Anc80BC_536,536,0,1,0,0,0,0,1,1,0,0,0
Anc80BC_537,537,0,1,0,0,0,0,1,1,0,0,1
Anc80BC_538,538,0,1,0,0,0,0,1,1,0,1,0
Anc80BC_539,539,0,1,0,0,0,0,1,1,0,1,1
Anc80BC_540,540,0,1,0,0,0,0,1,1,1,0,0
Anc80BC_541,541,0,1,0,0,0,0,1,1,1,0,1
Anc80BC_542,542,0,1,0,0,0,0,1,1,1,1,0
Anc80BC_543,543,0,1,0,0,0,0,1,1,1,1,1
Anc80BC_544,544,0,1,0,0,0,1,0,0,0,0,0
Anc80BC_545,545,0,1,0,0,0,1,0,0,0,0,1
Anc80BC_546,546,0,1,0,0,0,1,0,0,0,1,0
Anc80BC_547,547,0,1,0,0,0,1,0,0,0,1,1
Anc80BC_548,548,0,1,0,0,0,1,0,0,1,0,0
Anc80BC_549,549,0,1,0,0,0,1,0,0,1,0,1
Anc80BC_550,550,0,1,0,0,0,1,0,0,1,1,0
Anc80BC_551,551,0,1,0,0,0,1,0,0,1,1,1
Anc80BC_552,552,0,1,0,0,0,1,0,1,0,0,0
Anc80BC_553,553,0,1,0,0,0,1,0,1,0,0,1
Anc80BC_554,554,0,1,0,0,0,1,0,1,0,1,0
Anc80BC_555,555,0,1,0,0,0,1,0,1,0,1,1
Anc80BC_556,556,0,1,0,0,0,1,0,1,1,0,0
Anc80BC_557,557,0,1,0,0,0,1,0,1,1,0,1
Anc80BC_558,558,0,1,0,0,0,1,0,1,1,1,0
Anc80BC_559,559,0,1,0,0,0,1,0,1,1,1,1
Anc80BC_560,560,0,1,0,0,0,1,1,0,0,0,0
Anc80BC_561,561,0,1,0,0,0,1,1,0,0,0,1
Anc80BC_562,562,0,1,0,0,0,1,1,0,0,1,0
Anc80BC_563,563,0,1,0,0,0,1,1,0,0,1,1
Anc80BC_564,564,0,1,0,0,0,1,1,0,1,0,0
Anc80BC_565,565,0,1,0,0,0,1,1,0,1,0,1
Anc80BC_566,566,0,1,0,0,0,1,1,0,1,1,0
Anc80BC_567,567,0,1,0,0,0,1,1,0,1,1,1
Anc80BC_568,568,0,1,0,0,0,1,1,1,0,0,0
Anc80BC_569,569,0,1,0,0,0,1,1,1,0,0,1
Anc80BC_570,570,0,1,0,0,0,1,1,1,0,1,0
Anc80BC_571,571,0,1,0,0,0,1,1,1,0,1,1
Anc80BC_572,572,0,1,0,0,0,1,1,1,1,0,0
Anc80BC_573,573,0,1,0,0,0,1,1,1,1,0,1
Anc80BC_574,574,0,1,0,0,0,1,1,1,1,1,0
Anc80BC_575,575,0,1,0,0,0,1,1,1,1,1,1
Anc80BC_576,576,0,1,0,0,1,0,0,0,0,0,0
Anc80BC_577,577,0,1,0,0,1,0,0,0,0,0,1
Anc80BC_578,578,0,1,0,0,1,0,0,0,0,1,0
Anc80BC_579,579,0,1,0,0,1,0,0,0,0,1,1
Anc80BC_580,580,0,1,0,0,1,0,0,0,1,0,0
Anc80BC_581,581,0,1,0,0,1,0,0,0,1,0,1
Anc80BC_582,582,0,1,0,0,1,0,0,0,1,1,0
Anc80BC_583,583,0,1,0,0,1,0,0,0,1,1,1
Anc80BC_584,584,0,1,0,0,1,0,0,1,0,0,0
Anc80BC_585,585,0,1,0,0,1,0,0,1,0,0,1
Anc80BC_586,586,0,1,0,0,1,0,0,1,0,1,0
Anc80BC_587,587,0,1,0,0,1,0,0,1,0,1,1
Anc80BC_588,588,0,1,0,0,1,0,0,1,1,0,0
Anc80BC_589,589,0,1,0,0,1,0,0,1,1,0,1
Anc80BC_590,590,0,1,0,0,1,0,0,1,1,1,0
Anc80BC_591,591,0,1,0,0,1,0,0,1,1,1,1
Anc80BC_592,592,0,1,0,0,1,0,1,0,0,0,0
Anc80BC_593,593,0,1,0,0,1,0,1,0,0,0,1
Anc80BC_594,594,0,1,0,0,1,0,1,0,0,1,0
Anc80BC_595,595,0,1,0,0,1,0,1,0,0,1,1
Anc80BC_596,596,0,1,0,0,1,0,1,0,1,0,0
Anc80BC_597,597,0,1,0,0,1,0,1,0,1,0,1
Anc80BC_598,598,0,1,0,0,1,0,1,0,1,1,0
Anc80BC_599,599,0,1,0,0,1,0,1,0,1,1,1
Anc80BC_600,600,0,1,0,0,1,0,1,1,0,0,0
Anc80BC_601,601,0,1,0,0,1,0,1,1,0,0,1
Anc80BC_602,602,0,1,0,0,1,0,1,1,0,1,0
Anc80BC_603,603,0,1,0,0,1,0,1,1,0,1,1
Anc80BC_604,604,0,1,0,0,1,0,1,1,1,0,0
Anc80BC_605,605,0,1,0,0,1,0,1,1,1,0,1
Anc80BC_606,606,0,1,0,0,1,0,1,1,1,1,0
Anc80BC_607,607,0,1,0,0,1,0,1,1,1,1,1
Anc80BC_608,608,0,1,0,0,1,1,0,0,0,0,0
Anc80BC_609,609,0,1,0,0,1,1,0,0,0,0,1
Anc80BC_610,610,0,1,0,0,1,1,0,0,0,1,0
Anc80BC_611,611,0,1,0,0,1,1,0,0,0,1,1
Anc80BC_612,612,0,1,0,0,1,1,0,0,1,0,0
Anc80BC_613,613,0,1,0,0,1,1,0,0,1,0,1
Anc80BC_614,614,0,1,0,0,1,1,0,0,1,1,0
Anc80BC_615,615,0,1,0,0,1,1,0,0,1,1,1
Anc80BC_616,616,0,1,0,0,1,1,0,1,0,0,0
Anc80BC_617,617,0,1,0,0,1,1,0,1,0,0,1
Anc80BC_618,618,0,1,0,0,1,1,0,1,0,1,0
Anc80BC_619,619,0,1,0,0,1,1,0,1,0,1,1
Anc80BC_620,620,0,1,0,0,1,1,0,1,1,0,0
Anc80BC_621,621,0,1,0,0,1,1,0,1,1,0,1
Anc80BC_622,622,0,1,0,0,1,1,0,1,1,1,0
Anc80BC_623,623,0,1,0,0,1,1,0,1,1,1,1
Anc80BC_624,624,0,1,0,0,1,1,1,0,0,0,0
Anc80BC_625,625,0,1,0,0,1,1,1,0,0,0,1
Anc80BC_626,626,0,1,0,0,1,1,1,0,0,1,0
Anc80BC_627,627,0,1,0,0,1,1,1,0,0,1,1
Anc80BC_628,628,0,1,0,0,1,1,1,0,1,0,0
Anc80BC_629,629,0,1,0,0,1,1,1,0,1,0,1
Anc80BC_630,630,0,1,0,0,1,1,1,0,1,1,0
Anc80BC_631,631,0,1,0,0,1,1,1,0,1,1,1
Anc80BC_632,632,0,1,0,0,1,1,1,1,0,0,0
Anc80BC_633,633,0,1,0,0,1,1,1,1,0,0,1
Anc80BC_634,634,0,1,0,0,1,1,1,1,0,1,0
Anc80BC_635,635,0,1,0,0,1,1,1,1,0,1,1
Anc80BC_636,636,0,1,0,0,1,1,1,1,1,0,0
Anc80BC_637,637,0,1,0,0,1,1,1,1,1,0,1
Anc80BC_638,638,0,1,0,0,1,1,1,1,1,1,0
Anc80BC_639,639,0,1,0,0,1,1,1,1,1,1,1
Anc80BC_640,640,0,1,0,1,0,0,0,0,0,0,0
Anc80BC_641,641,0,1,0,1,0,0,0,0,0,0,1
Anc80BC_642,642,0,1,0,1,0,0,0,0,0,1,0
Anc80BC_643,643,0,1,0,1,0,0,0,0,0,1,1
Anc80BC_644,644,0,1,0,1,0,0,0,0,1,0,0
Anc80BC_645,645,0,1,0,1,0,0,0,0,1,0,1
Anc80BC_646,646,0,1,0,1,0,0,0,0,1,1,0
Anc80BC_647,647,0,1,0,1,0,0,0,0,1,1,1
Anc80BC_648,648,0,1,0,1,0,0,0,1,0,0,0
Anc80BC_649,649,0,1,0,1,0,0,0,1,0,0,1
Anc80BC_650,650,0,1,0,1,0,0,0,1,0,1,0
Anc80BC_651,651,0,1,0,1,0,0,0,1,0,1,1
Anc80BC_652,652,0,1,0,1,0,0,0,1,1,0,0
Anc80BC_653,653,0,1,0,1,0,0,0,1,1,0,1
Anc80BC_654,654,0,1,0,1,0,0,0,1,1,1,0
Anc80BC_655,655,0,1,0,1,0,0,0,1,1,1,1
Anc80BC_656,656,0,1,0,1,0,0,1,0,0,0,0
Anc80BC_657,657,0,1,0,1,0,0,1,0,0,0,1
Anc80BC_658,658,0,1,0,1,0,0,1,0,0,1,0
Anc80BC_659,659,0,1,0,1,0,0,1,0,0,1,1
Anc80BC_660,660,0,1,0,1,0,0,1,0,1,0,0
Anc80BC_661,661,0,1,0,1,0,0,1,0,1,0,1
Anc80BC_662,662,0,1,0,1,0,0,1,0,1,1,0
Anc80BC_663,663,0,1,0,1,0,0,1,0,1,1,1
Anc80BC_664,664,0,1,0,1,0,0,1,1,0,0,0
Anc80BC_665,665,0,1,0,1,0,0,1,1,0,0,1
Anc80BC_666,666,0,1,0,1,0,0,1,1,0,1,0
Anc80BC_667,667,0,1,0,1,0,0,1,1,0,1,1
Anc80BC_668,668,0,1,0,1,0,0,1,1,1,0,0
Anc80BC_669,669,0,1,0,1,0,0,1,1,1,0,1
Anc80BC_670,670,0,1,0,1,0,0,1,1,1,1,0
Anc80BC_671,671,0,1,0,1,0,0,1,1,1,1,1
Anc80BC_672,672,0,1,0,1,0,1,0,0,0,0,0
Anc80BC_673,673,0,1,0,1,0,1,0,0,0,0,1
Anc80BC_674,674,0,1,0,1,0,1,0,0,0,1,0
Anc80BC_675,675,0,1,0,1,0,1,0,0,0,1,1
Anc80BC_676,676,0,1,0,1,0,1,0,0,1,0,0
Anc80BC_677,677,0,1,0,1,0,1,0,0,1,0,1
Anc80BC_678,678,0,1,0,1,0,1,0,0,1,1,0
Anc80BC_679,679,0,1,0,1,0,1,0,0,1,1,1
Anc80BC_680,680,0,1,0,1,0,1,0,1,0,0,0
Anc80BC_681,681,0,1,0,1,0,1,0,1,0,0,1
Anc80BC_682,682,0,1,0,1,0,1,0,1,0,1,0
Anc80BC_683,683,0,1,0,1,0,1,0,1,0,1,1
Anc80BC_684,684,0,1,0,1,0,1,0,1,1,0,0
Anc80BC_685,685,0,1,0,1,0,1,0,1,1,0,1
Anc80BC_686,686,0,1,0,1,0,1,0,1,1,1,0
Anc80BC_687,687,0,1,0,1,0,1,0,1,1,1,1
Anc80BC_688,688,0,1,0,1,0,1,1,0,0,0,0
Anc80BC_689,689,0,1,0,1,0,1,1,0,0,0,1
Anc80BC_690,690,0,1,0,1,0,1,1,0,0,1,0
Anc80BC_691,691,0,1,0,1,0,1,1,0,0,1,1
Anc80BC_692,692,0,1,0,1,0,1,1,0,1,0,0
Anc80BC_693,693,0,1,0,1,0,1,1,0,1,0,1
Anc80BC_694,694,0,1,0,1,0,1,1,0,1,1,0
Anc80BC_695,695,0,1,0,1,0,1,1,0,1,1,1
Anc80BC_696,696,0,1,0,1,0,1,1,1,0,0,0
Anc80BC_697,697,0,1,0,1,0,1,1,1,0,0,1
Anc80BC_698,698,0,1,0,1,0,1,1,1,0,1,0
Anc80BC_699,699,0,1,0,1,0,1,1,1,0,1,1
Anc80BC_700,700,0,1,0,1,0,1,1,1,1,0,0
Anc80BC_701,701,0,1,0,1,0,1,1,1,1,0,1
Anc80BC_702,702,0,1,0,1,0,1,1,1,1,1,0
Anc80BC_703,703,0,1,0,1,0,1,1,1,1,1,1
Anc80BC_704,704,0,1,0,1,1,0,0,0,0,0,0
Anc80BC_705,705,0,1,0,1,1,0,0,0,0,0,1
Anc80BC_706,706,0,1,0,1,1,0,0,0,0,1,0
Anc80BC_707,707,0,1,0,1,1,0,0,0,0,1,1
Anc80BC_708,708,0,1,0,1,1,0,0,0,1,0,0
Anc80BC_709,709,0,1,0,1,1,0,0,0,1,0,1
Anc80BC_710,710,0,1,0,1,1,0,0,0,1,1,0
Anc80BC_711,711,0,1,0,1,1,0,0,0,1,1,1
Anc80BC_712,712,0,1,0,1,1,0,0,1,0,0,0
Anc80BC_713,713,0,1,0,1,1,0,0,1,0,0,1
Anc80BC_714,714,0,1,0,1,1,0,0,1,0,1,0
Anc80BC_715,715,0,1,0,1,1,0,0,1,0,1,1
Anc80BC_716,716,0,1,0,1,1,0,0,1,1,0,0
Anc80BC_717,717,0,1,0,1,1,0,0,1,1,0,1
Anc80BC_718,718,0,1,0,1,1,0,0,1,1,1,0
Anc80BC_719,719,0,1,0,1,1,0,0,1,1,1,1
Anc80BC_720,720,0,1,0,1,1,0,1,0,0,0,0
Anc80BC_721,721,0,1,0,1,1,0,1,0,0,0,1
Anc80BC_722,722,0,1,0,1,1,0,1,0,0,1,0
Anc80BC_723,723,0,1,0,1,1,0,1,0,0,1,1
Anc80BC_724,724,0,1,0,1,1,0,1,0,1,0,0
Anc80BC_725,725,0,1,0,1,1,0,1,0,1,0,1
Anc80BC_726,726,0,1,0,1,1,0,1,0,1,1,0
Anc80BC_727,727,0,1,0,1,1,0,1,0,1,1,1
Anc80BC_728,728,0,1,0,1,1,0,1,1,0,0,0
Anc80BC_729,729,0,1,0,1,1,0,1,1,0,0,1
Anc80BC_730,730,0,1,0,1,1,0,1,1,0,1,0
Anc80BC_731,731,0,1,0,1,1,0,1,1,0,1,1
Anc80BC_732,732,0,1,0,1,1,0,1,1,1,0,0
Anc80BC_733,733,0,1,0,1,1,0,1,1,1,0,1
Anc80BC_734,734,0,1,0,1,1,0,1,1,1,1,0
Anc80BC_735,735,0,1,0,1,1,0,1,1,1,1,1
Anc80BC_736,736,0,1,0,1,1,1,0,0,0,0,0
Anc80BC_737,737,0,1,0,1,1,1,0,0,0,0,1
Anc80BC_738,738,0,1,0,1,1,1,0,0,0,1,0
Anc80BC_739,739,0,1,0,1,1,1,0,0,0,1,1
Anc80BC_740,740,0,1,0,1,1,1,0,0,1,0,0
Anc80BC_741,741,0,1,0,1,1,1,0,0,1,0,1
Anc80BC_742,742,0,1,0,1,1,1,0,0,1,1,0
Anc80BC_743,743,0,1,0,1,1,1,0,0,1,1,1
Anc80BC_744,744,0,1,0,1,1,1,0,1,0,0,0
Anc80BC_745,745,0,1,0,1,1,1,0,1,0,0,1
Anc80BC_746,746,0,1,0,1,1,1,0,1,0,1,0
Anc80BC_747,747,0,1,0,1,1,1,0,1,0,1,1
Anc80BC_748,748,0,1,0,1,1,1,0,1,1,0,0
Anc80BC_749,749,0,1,0,1,1,1,0,1,1,0,1
Anc80BC_750,750,0,1,0,1,1,1,0,1,1,1,0
Anc80BC_751,751,0,1,0,1,1,1,0,1,1,1,1
Anc80BC_752,752,0,1,0,1,1,1,1,0,0,0,0
Anc80BC_753,753,0,1,0,1,1,1,1,0,0,0,1
Anc80BC_754,754,0,1,0,1,1,1,1,0,0,1,0
Anc80BC_755,755,0,1,0,1,1,1,1,0,0,1,1
Anc80BC_756,756,0,1,0,1,1,1,1,0,1,0,0
Anc80BC_757,757,0,1,0,1,1,1,1,0,1,0,1
Anc80BC_758,758,0,1,0,1,1,1,1,0,1,1,0
Anc80BC_759,759,0,1,0,1,1,1,1,0,1,1,1
Anc80BC_760,760,0,1,0,1,1,1,1,1,0,0,0
Anc80BC_761,761,0,1,0,1,1,1,1,1,0,0,1
Anc80BC_762,762,0,1,0,1,1,1,1,1,0,1,0
Anc80BC_763,763,0,1,0,1,1,1,1,1,0,1,1
Anc80BC_764,764,0,1,0,1,1,1,1,1,1,0,0
Anc80BC_765,765,0,1,0,1,1,1,1,1,1,0,1
Anc80BC_766,766,0,1,0,1,1,1,1,1,1,1,0
Anc80BC_767,767,0,1,0,1,1,1,1,1,1,1,1
Anc80BC_768,768,0,1,1,0,0,0,0,0,0,0,0
Anc80BC_769,769,0,1,1,0,0,0,0,0,0,0,1
Anc80BC_770,770,0,1,1,0,0,0,0,0,0,1,0
Anc80BC_771,771,0,1,1,0,0,0,0,0,0,1,1
Anc80BC_772,772,0,1,1,0,0,0,0,0,1,0,0
Anc80BC_773,773,0,1,1,0,0,0,0,0,1,0,1
Anc80BC_774,774,0,1,1,0,0,0,0,0,1,1,0
Anc80BC_775,775,0,1,1,0,0,0,0,0,1,1,1
Anc80BC_776,776,0,1,1,0,0,0,0,1,0,0,0
Anc80BC_777,777,0,1,1,0,0,0,0,1,0,0,1
Anc80BC_778,778,0,1,1,0,0,0,0,1,0,1,0
Anc80BC_779,779,0,1,1,0,0,0,0,1,0,1,1
Anc80BC_780,780,0,1,1,0,0,0,0,1,1,0,0
Anc80BC_781,781,0,1,1,0,0,0,0,1,1,0,1
Anc80BC_782,782,0,1,1,0,0,0,0,1,1,1,0
Anc80BC_783,783,0,1,1,0,0,0,0,1,1,1,1
Anc80BC_784,784,0,1,1,0,0,0,1,0,0,0,0
Anc80BC_785,785,0,1,1,0,0,0,1,0,0,0,1
Anc80BC_786,786,0,1,1,0,0,0,1,0,0,1,0
Anc80BC_787,787,0,1,1,0,0,0,1,0,0,1,1
Anc80BC_788,788,0,1,1,0,0,0,1,0,1,0,0
Anc80BC_789,789,0,1,1,0,0,0,1,0,1,0,1
Anc80BC_790,790,0,1,1,0,0,0,1,0,1,1,0
Anc80BC_791,791,0,1,1,0,0,0,1,0,1,1,1
Anc80BC_792,792,0,1,1,0,0,0,1,1,0,0,0
Anc80BC_793,793,0,1,1,0,0,0,1,1,0,0,1
Anc80BC_794,794,0,1,1,0,0,0,1,1,0,1,0
Anc80BC_795,795,0,1,1,0,0,0,1,1,0,1,1
Anc80BC_796,796,0,1,1,0,0,0,1,1,1,0,0
Anc80BC_797,797,0,1,1,0,0,0,1,1,1,0,1
Anc80BC_798,798,0,1,1,0,0,0,1,1,1,1,0
Anc80BC_799,799,0,1,1,0,0,0,1,1,1,1,1
Anc80BC_800,800,0,1,1,0,0,1,0,0,0,0,0
Anc80BC_801,801,0,1,1,0,0,1,0,0,0,0,1
Anc80BC_802,802,0,1,1,0,0,1,0,0,0,1,0
Anc80BC_803,803,0,1,1,0,0,1,0,0,0,1,1
Anc80BC_804,804,0,1,1,0,0,1,0,0,1,0,0
Anc80BC_805,805,0,1,1,0,0,1,0,0,1,0,1
Anc80BC_806,806,0,1,1,0,0,1,0,0,1,1,0
Anc80BC_807,807,0,1,1,0,0,1,0,0,1,1,1
Anc80BC_808,808,0,1,1,0,0,1,0,1,0,0,0
Anc80BC_809,809,0,1,1,0,0,1,0,1,0,0,1
Anc80BC_810,810,0,1,1,0,0,1,0,1,0,1,0
Anc80BC_811,811,0,1,1,0,0,1,0,1,0,1,1
Anc80BC_812,812,0,1,1,0,0,1,0,1,1,0,0
Anc80BC_813,813,0,1,1,0,0,1,0,1,1,0,1
Anc80BC_814,814,0,1,1,0,0,1,0,1,1,1,0
Anc80BC_815,815,0,1,1,0,0,1,0,1,1,1,1
Anc80BC_816,816,0,1,1,0,0,1,1,0,0,0,0
Anc80BC_817,817,0,1,1,0,0,1,1,0,0,0,1
Anc80BC_818,818,0,1,1,0,0,1,1,0,0,1,0
Anc80BC_819,819,0,1,1,0,0,1,1,0,0,1,1
Anc80BC_820,820,0,1,1,0,0,1,1,0,1,0,0
Anc80BC_821,821,0,1,1,0,0,1,1,0,1,0,1
Anc80BC_822,822,0,1,1,0,0,1,1,0,1,1,0
Anc80BC_823,823,0,1,1,0,0,1,1,0,1,1,1
Anc80BC_824,824,0,1,1,0,0,1,1,1,0,0,0
Anc80BC_825,825,0,1,1,0,0,1,1,1,0,0,1
Anc80BC_826,826,0,1,1,0,0,1,1,1,0,1,0
Anc80BC_827,827,0,1,1,0,0,1,1,1,0,1,1
Anc80BC_828,828,0,1,1,0,0,1,1,1,1,0,0
Anc80BC_829,829,0,1,1,0,0,1,1,1,1,0,1
Anc80BC_830,830,0,1,1,0,0,1,1,1,1,1,0
Anc80BC_831,831,0,1,1,0,0,1,1,1,1,1,1
Anc80BC_832,832,0,1,1,0,1,0,0,0,0,0,0
Anc80BC_833,833,0,1,1,0,1,0,0,0,0,0,1
Anc80BC_834,834,0,1,1,0,1,0,0,0,0,1,0
Anc80BC_835,835,0,1,1,0,1,0,0,0,0,1,1
Anc80BC_836,836,0,1,1,0,1,0,0,0,1,0,0
Anc80BC_837,837,0,1,1,0,1,0,0,0,1,0,1
Anc80BC_838,838,0,1,1,0,1,0,0,0,1,1,0
Anc80BC_839,839,0,1,1,0,1,0,0,0,1,1,1
Anc80BC_840,840,0,1,1,0,1,0,0,1,0,0,0
Anc80BC_841,841,0,1,1,0,1,0,0,1,0,0,1
Anc80BC_842,842,0,1,1,0,1,0,0,1,0,1,0
