barcode_index_matrix,index,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15
Anc81BC_8925,8925,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1
Anc81BC_8926,8926,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0
Anc81BC_8927,8927,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
Anc81BC_8928,8928,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
Anc81BC_8929,8929,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Anc81BC_8930,8930,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
Anc81BC_8931,8931,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
Anc81BC_8932,8932,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
Anc81BC_8933,8933,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
Anc81BC_8934,8934,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0
Anc81BC_8935,8935,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1
Anc81BC_8936,8936,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
Anc81BC_8937,8937,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1
Anc81BC_8938,8938,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0
Anc81BC_8939,8939,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1
Anc81BC_8940,8940,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0
Anc81BC_8941,8941,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1
Anc81BC_8942,8942,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0
Anc81BC_8943,8943,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1
Anc81BC_8944,8944,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
Anc81BC_8945,8945,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
Anc81BC_8946,8946,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0
Anc81BC_8947,8947,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1
Anc81BC_8948,8948,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0
Anc81BC_8949,8949,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
Anc81BC_8950,8950,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0
Anc81BC_8951,8951,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1
Anc81BC_8952,8952,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
Anc81BC_8953,8953,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
Anc81BC_8954,8954,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0
Anc81BC_8955,8955,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1
Anc81BC_8956,8956,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
Anc81BC_8957,8957,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
Anc81BC_8958,8958,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0
Anc81BC_8959,8959,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
Anc81BC_8960,8960,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Anc81BC_8961,8961,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Anc81BC_8962,8962,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Anc81BC_8963,8963,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
Anc81BC_8964,8964,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
Anc81BC_8965,8965,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
Anc81BC_8966,8966,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
Anc81BC_8967,8967,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1
Anc81BC_8968,8968,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Anc81BC_8969,8969,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Anc81BC_8970,8970,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
Anc81BC_8971,8971,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
Anc81BC_8972,8972,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
Anc81BC_8973,8973,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
Anc81BC_8974,8974,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
Anc81BC_8975,8975,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1
Anc81BC_8976,8976,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
Anc81BC_8977,8977,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
Anc81BC_8978,8978,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
Anc81BC_8979,8979,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
Anc81BC_8980,8980,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
Anc81BC_8981,8981,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
Anc81BC_8982,8982,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
Anc81BC_8983,8983,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1
Anc81BC_8984,8984,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
Anc81BC_8985,8985,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
Anc81BC_8986,8986,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
Anc81BC_8987,8987,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
Anc81BC_8988,8988,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
Anc81BC_8989,8989,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
Anc81BC_8990,8990,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
Anc81BC_8991,8991,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1
Anc81BC_8992,8992,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Anc81BC_8993,8993,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
Anc81BC_8994,8994,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Anc81BC_8995,8995,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
Anc81BC_8996,8996,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
Anc81BC_8997,8997,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
Anc81BC_8998,8998,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
Anc81BC_8999,8999,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1
Anc81BC_9000,9000,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
Anc81BC_9001,9001,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
Anc81BC_9002,9002,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
Anc81BC_9003,9003,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1
Anc81BC_9004,9004,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0
Anc81BC_9005,9005,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
Anc81BC_9006,9006,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
Anc81BC_9007,9007,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1
Anc81BC_9008,9008,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
Anc81BC_9009,9009,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
Anc81BC_9010,9010,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
Anc81BC_9011,9011,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1
Anc81BC_9012,9012,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0
Anc81BC_9013,9013,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
Anc81BC_9014,9014,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
Anc81BC_9015,9015,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1
Anc81BC_9016,9016,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0
Anc81BC_9017,9017,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1
Anc81BC_9018,9018,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0
Anc81BC_9019,9019,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1
Anc81BC_9020,9020,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
Anc81BC_9021,9021,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
Anc81BC_9022,9022,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
Anc81BC_9023,9023,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
Anc81BC_9024,9024,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Anc81BC_9025,9025,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
Anc81BC_9026,9026,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
Anc81BC_9027,9027,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
Anc81BC_9028,9028,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
Anc81BC_9029,9029,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
Anc81BC_9030,9030,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
Anc81BC_9031,9031,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
Anc81BC_9032,9032,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
Anc81BC_9033,9033,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
Anc81BC_9034,9034,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
Anc81BC_9035,9035,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
Anc81BC_9036,9036,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
Anc81BC_9037,9037,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1
Anc81BC_9038,9038,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0
Anc81BC_9039,9039,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1
Anc81BC_9040,9040,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
Anc81BC_9041,9041,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
Anc81BC_9042,9042,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
Anc81BC_9043,9043,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
Anc81BC_9044,9044,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
Anc81BC_9045,9045,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
Anc81BC_9046,9046,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0
Anc81BC_9047,9047,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1
Anc81BC_9048,9048,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0
Anc81BC_9049,9049,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
Anc81BC_9050,9050,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0
Anc81BC_9051,9051,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1
Anc81BC_9052,9052,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
Anc81BC_9053,9053,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
Anc81BC_9054,9054,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
Anc81BC_9055,9055,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
Anc81BC_9056,9056,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
Anc81BC_9057,9057,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
Anc81BC_9058,9058,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0
Anc81BC_9059,9059,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1
Anc81BC_9060,9060,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
Anc81BC_9061,9061,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
Anc81BC_9062,9062,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0
Anc81BC_9063,9063,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
Anc81BC_9064,9064,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
Anc81BC_9065,9065,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
Anc81BC_9066,9066,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0
Anc81BC_9067,9067,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1
Anc81BC_9068,9068,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
Anc81BC_9069,9069,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
Anc81BC_9070,9070,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0
Anc81BC_9071,9071,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1
Anc81BC_9072,9072,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
Anc81BC_9073,9073,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1
Anc81BC_9074,9074,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
Anc81BC_9075,9075,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
Anc81BC_9076,9076,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
Anc81BC_9077,9077,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1
Anc81BC_9078,9078,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0
Anc81BC_9079,9079,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
Anc81BC_9080,9080,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
Anc81BC_9081,9081,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
Anc81BC_9082,9082,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0
Anc81BC_9083,9083,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1
Anc81BC_9084,9084,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
Anc81BC_9085,9085,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
Anc81BC_9086,9086,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0
Anc81BC_9087,9087,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
Anc81BC_9088,9088,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Anc81BC_9089,9089,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Anc81BC_9090,9090,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Anc81BC_9091,9091,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
Anc81BC_9092,9092,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
Anc81BC_9093,9093,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
Anc81BC_9094,9094,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
Anc81BC_9095,9095,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
Anc81BC_9096,9096,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
Anc81BC_9097,9097,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
Anc81BC_9098,9098,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
Anc81BC_9099,9099,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
Anc81BC_9100,9100,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
Anc81BC_9101,9101,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1
Anc81BC_9102,9102,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
Anc81BC_9103,9103,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1
Anc81BC_9104,9104,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
Anc81BC_9105,9105,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
Anc81BC_9106,9106,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
Anc81BC_9107,9107,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1
Anc81BC_9108,9108,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
Anc81BC_9109,9109,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
Anc81BC_9110,9110,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
Anc81BC_9111,9111,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1
Anc81BC_9112,9112,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
Anc81BC_9113,9113,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
Anc81BC_9114,9114,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
Anc81BC_9115,9115,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1
Anc81BC_9116,9116,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
Anc81BC_9117,9117,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1
Anc81BC_9118,9118,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0
Anc81BC_9119,9119,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1
Anc81BC_9120,9120,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
Anc81BC_9121,9121,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1
Anc81BC_9122,9122,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
Anc81BC_9123,9123,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
Anc81BC_9124,9124,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0
Anc81BC_9125,9125,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1
Anc81BC_9126,9126,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0
Anc81BC_9127,9127,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1
Anc81BC_9128,9128,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
Anc81BC_9129,9129,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
Anc81BC_9130,9130,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
Anc81BC_9131,9131,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1
Anc81BC_9132,9132,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
Anc81BC_9133,9133,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1
Anc81BC_9134,9134,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0
Anc81BC_9135,9135,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1
Anc81BC_9136,9136,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Anc81BC_9137,9137,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1
Anc81BC_9138,9138,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0
Anc81BC_9139,9139,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Anc81BC_9140,9140,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
Anc81BC_9141,9141,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1
Anc81BC_9142,9142,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0
Anc81BC_9143,9143,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
Anc81BC_9144,9144,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
Anc81BC_9145,9145,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1
Anc81BC_9146,9146,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0
Anc81BC_9147,9147,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1
Anc81BC_9148,9148,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
Anc81BC_9149,9149,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1
Anc81BC_9150,9150,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
Anc81BC_9151,9151,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
Anc81BC_9152,9152,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
Anc81BC_9153,9153,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
Anc81BC_9154,9154,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
Anc81BC_9155,9155,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
Anc81BC_9156,9156,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
Anc81BC_9157,9157,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
Anc81BC_9158,9158,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
Anc81BC_9159,9159,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
Anc81BC_9160,9160,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Anc81BC_9161,9161,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1
Anc81BC_9162,9162,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0
Anc81BC_9163,9163,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
Anc81BC_9164,9164,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
Anc81BC_9165,9165,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1
Anc81BC_9166,9166,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0
Anc81BC_9167,9167,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1
Anc81BC_9168,9168,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
Anc81BC_9169,9169,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
Anc81BC_9170,9170,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0
Anc81BC_9171,9171,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1
Anc81BC_9172,9172,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0
Anc81BC_9173,9173,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1
Anc81BC_9174,9174,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
Anc81BC_9175,9175,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1
Anc81BC_9176,9176,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0
Anc81BC_9177,9177,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1
Anc81BC_9178,9178,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0
Anc81BC_9179,9179,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
Anc81BC_9180,9180,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0
Anc81BC_9181,9181,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1
Anc81BC_9182,9182,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0
Anc81BC_9183,9183,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
Anc81BC_9184,9184,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
Anc81BC_9185,9185,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
Anc81BC_9186,9186,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0
Anc81BC_9187,9187,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
Anc81BC_9188,9188,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
Anc81BC_9189,9189,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
Anc81BC_9190,9190,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0
Anc81BC_9191,9191,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1
Anc81BC_9192,9192,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
Anc81BC_9193,9193,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1
Anc81BC_9194,9194,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
Anc81BC_9195,9195,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
Anc81BC_9196,9196,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0
Anc81BC_9197,9197,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
Anc81BC_9198,9198,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0
Anc81BC_9199,9199,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
Anc81BC_9200,9200,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
Anc81BC_9201,9201,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
Anc81BC_9202,9202,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
Anc81BC_9203,9203,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1
Anc81BC_9204,9204,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
Anc81BC_9205,9205,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Anc81BC_9206,9206,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0
Anc81BC_9207,9207,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1
Anc81BC_9208,9208,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
Anc81BC_9209,9209,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
Anc81BC_9210,9210,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0
Anc81BC_9211,9211,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
Anc81BC_9212,9212,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0
Anc81BC_9213,9213,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
Anc81BC_9214,9214,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
Anc81BC_9215,9215,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Anc81BC_9216,9216,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Anc81BC_9217,9217,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Anc81BC_9218,9218,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Anc81BC_9219,9219,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Anc81BC_9220,9220,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Anc81BC_9221,9221,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Anc81BC_9222,9222,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Anc81BC_9223,9223,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
Anc81BC_9224,9224,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Anc81BC_9225,9225,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
Anc81BC_9226,9226,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
Anc81BC_9227,9227,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
Anc81BC_9228,9228,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Anc81BC_9229,9229,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
Anc81BC_9230,9230,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Anc81BC_9231,9231,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
Anc81BC_9232,9232,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Anc81BC_9233,9233,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Anc81BC_9234,9234,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Anc81BC_9235,9235,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
Anc81BC_9236,9236,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Anc81BC_9237,9237,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
Anc81BC_9238,9238,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
Anc81BC_9239,9239,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
Anc81BC_9240,9240,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
Anc81BC_9241,9241,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
Anc81BC_9242,9242,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
Anc81BC_9243,9243,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
Anc81BC_9244,9244,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
Anc81BC_9245,9245,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
Anc81BC_9246,9246,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
Anc81BC_9247,9247,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
Anc81BC_9248,9248,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
